chunk_14_gold,sentence,chunk_15,chunk_14,chunk_16,chunk_11,chunk_10,chunk_13,chunk_12,_created_at,answer_chunk_05_gold,orig__golden,answer_chunk_15_gold,_country,_tainted,frame,_started_at,_trust,chunk_02_gold,answer_chunk_06_gold,chunk_06_gold,chunk_05_gold,answer_chunk_11_gold,chunk_03_gold,answer_chunk_07_gold,chunk_13_gold,answer_chunk_01_gold,_city,chunk_15_gold,answer_chunk_16,answer_chunk_15,answer_chunk_14,answer_chunk_13,answer_chunk_12,answer_chunk_11,answer_chunk_10,answer_chunk_02_gold,chunk_12_gold,_unit_id,answer_chunk_08_gold,answer_chunk_08,answer_chunk_09,answer_chunk_04,answer_chunk_05,answer_chunk_06,answer_chunk_07,answer_chunk_00,answer_chunk_01,answer_chunk_02,answer_chunk_03,_region,lu,_worker_id,fe_06,fe_05,fe_04,fe_03,fe_02,fe_01,fe_00,_channel,chunk_09_gold,answer_chunk_16_gold,answer_chunk_14_gold,chunk_04_gold,answer_chunk_13_gold,answer_chunk_12_gold,answer_chunk_10_gold,_missed,answer_chunk_04_gold,chunk_01_gold,chunk_00_gold,id,_golden,chunk_07_gold,chunk_08,chunk_09,chunk_08_gold,chunk_02,chunk_03,chunk_00,chunk_01,chunk_06,chunk_07,chunk_04,chunk_05,answer_chunk_00_gold,answer_chunk_03_gold,chunk_10_gold,chunk_16_gold,_ip,chunk_11_gold,_id,answer_chunk_09_gold
,"Scottish architect, designer (chiefly of furniture), and watercolourist, born and principally active in Glasgow.",,,,,,,,5/23/2016 11:38:46,,,,CAN,false,Birth,5/23/2016 11:36:56,0.5385,,,,,,,,,,Windsor,,,,,,,,,,,954125067,,,,None,Occupation,None,None,None,Occupation,Occupation,None,ON,bear,4316379,,,,Mother,Father,Child,Occupation,prodege,,,,,,,,,,,,2073,false,,,,,designer,chiefly,Scottish,architect,active,Glasgow,furniture,watercolourist,,,,,198.91.218.68,,1996656445,
,New Zealand-born painter who became a pioneer of abstract art in Australia.,,,,,,,,5/23/2016 19:07:13,,,,USA,false,Birth,5/23/2016 19:00:21,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125075,,,,None,,,,None,Occupation,None,Child,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,2109,false,,,,,pioneer,abstract art,New Zealand,painter,,,art in Australia,,,,,,69.255.41.140,,1997110532,
,"Vasari wrote from a particular aesthetic viewpoint, and his book is not only a collection of biographies but also a critical history of style.",,,,,,,,5/23/2016 14:12:44,,,,USA,false,Text creation,5/23/2016 14:11:26,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954125078,,,,Written work,Written work,Reason,None,Author,None,Reason,Written work,OH,write,10319610,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,clixsense,,,,,,,,,,,,2632,false,,,,,viewpoint,book,Vasari,aesthetic,critical history,style,collection,biographies,,,,,75.118.61.247,,1996776224,
,"Vasari wrote from a particular aesthetic viewpoint, and his book is not only a collection of biographies but also a critical history of style.",,,,,,,,5/23/2016 15:20:50,,,,USA,false,Text creation,5/23/2016 15:17:16,0.6,,,,,,,,,,Kalamazoo,,,,,,,,,,,954125078,,,,Written work,Written work,None,None,Author,None,None,Written work,MI,write,37187154,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,2632,false,,,,,viewpoint,book,Vasari,aesthetic,critical history,style,collection,biographies,,,,,64.136.244.182,,1996897228,
,"Vasari wrote from a particular aesthetic viewpoint, and his book is not only a collection of biographies but also a critical history of style.",,,,,,,,5/23/2016 17:15:02,,,,GBR,false,Text creation,5/23/2016 17:11:34,0.4286,,,,,,,,,,Folkestone,,,,,,,,,,,954125078,,,,None,None,None,None,Author,None,None,Written work,G5,write,29074051,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,2632,false,,,,,viewpoint,book,Vasari,aesthetic,critical history,style,collection,biographies,,,,,80.6.67.18,,1997001388,
,"German-born painter, printmaker, designer, teacher, and writer who settled in England in 1857 with his father (a woodcarver) and became a British citizen.",,,,,,,,5/21/2016 17:55:23,,,,USA,false,Birth,5/21/2016 17:53:48,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954125081,,Occupation,None,Occupation,Occupation,None,Father,None,Occupation,Occupation,Occupation,MI,bear,36856858,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,2669,false,,woodcarver,British citizen,,printmaker,designer,German,painter,England,his father,teacher,writer,,,,,107.141.251.154,,1995325478,
,"German-born painter, printmaker, designer, teacher, and writer who settled in England in 1857 with his father (a woodcarver) and became a British citizen.",,,,,,,,5/21/2016 18:33:11,,,,USA,false,Birth,5/21/2016 18:31:01,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125081,,Occupation,None,Occupation,Occupation,None,Father,Child,Occupation,Occupation,Occupation,NY,bear,31256687,,,,Mother,Father,Child,Occupation,bitcoinget,,,,,,,,,,,,2669,false,,woodcarver,British citizen,,printmaker,designer,German,painter,England,his father,teacher,writer,,,,,47.20.252.28,,1995349908,
,"German-born painter, printmaker, designer, teacher, and writer who settled in England in 1857 with his father (a woodcarver) and became a British citizen.",,,,,,,,5/22/2016 05:29:21,,,,CAN,false,Birth,5/22/2016 05:27:37,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954125081,,Occupation,None,Occupation,Occupation,None,Father,None,Occupation,Occupation,Occupation,AB,bear,37060395,,,,Mother,Father,Child,Occupation,prizerebel,,,,,,,,,,,,2669,false,,woodcarver,British citizen,,printmaker,designer,German,painter,England,his father,teacher,writer,,,,,198.53.98.37,,1995639437,
,"Houbraken, writing in 1718, considered him the greatest of all Dutch painters and this was the prevailing critical opinion throughout the 18th century.",,,,,,,,5/22/2016 01:22:01,,,,USA,false,Text creation,5/22/2016 01:18:57,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125084,,,,Reason,,,,Author,Addressee,Addressee,Reason,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,2623,false,,,,,painters,critical,Houbraken,Dutch,,,opinion,,,,,,47.20.252.28,,1995558550,
,"Houbraken, writing in 1718, considered him the greatest of all Dutch painters and this was the prevailing critical opinion throughout the 18th century.",,,,,,,,5/22/2016 23:34:15,,,,USA,false,Text creation,5/22/2016 23:32:12,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125084,,,,Written work,,,,Author,None,None,None,TX,write,27770607,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,,,,,,,,,2623,false,,,,,painters,critical,Houbraken,Dutch,,,opinion,,,,,,173.175.172.255,,1996191624,
,"Houbraken, writing in 1718, considered him the greatest of all Dutch painters and this was the prevailing critical opinion throughout the 18th century.",,,,,,,,5/23/2016 04:07:17,,,,USA,false,Text creation,5/23/2016 03:52:46,0.4375,,,,,,,,,,Roslindale,,,,,,,,,,,954125084,,,,None,,,,Author,None,None,None,MA,write,20929875,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,2623,false,,,,,painters,critical,Houbraken,Dutch,,,opinion,,,,,,76.19.110.219,,1996320845,
,"Whatever his methods, the effect was to create suave and radiant flushes of colour, with no sense of brush gesture or hint of figuration.",,,,,,,,5/21/2016 17:27:50,,,,IRL,false,Creating,5/21/2016 17:26:00,0.5536,,,,,,,,,,,,,,,,,,,,,954125088,,,,None,None,None,None,None,None,Created,Created,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,2683,false,,,,,flushes,colour,methods,effect,gesture,figuration,sense,brush,,,,,213.233.132.132,,1995307547,
,"Whatever his methods, the effect was to create suave and radiant flushes of colour, with no sense of brush gesture or hint of figuration.",,,,,,,,5/21/2016 17:31:20,,,,USA,false,Creating,5/21/2016 17:28:56,0.4348,,,,,,,,,,Tustin,,,,,,,,,,,954125088,,,,None,None,None,None,None,None,Created,Created,MI,create,36856858,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,2683,false,,,,,flushes,colour,methods,effect,gesture,figuration,sense,brush,,,,,107.141.251.154,,1995309979,
,"Whatever his methods, the effect was to create suave and radiant flushes of colour, with no sense of brush gesture or hint of figuration.",,,,,,,,5/22/2016 00:48:25,,,,USA,false,Creating,5/22/2016 00:46:31,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125088,,,,None,None,None,None,None,Created,None,None,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,2683,false,,,,,flushes,colour,methods,effect,gesture,figuration,sense,brush,,,,,47.20.252.28,,1995541243,
,"Although his artistic career lasted only a decade, he created some 1,000 paintings and drawings.",,,,,,,,5/22/2016 01:39:23,,,,USA,false,Creating,5/22/2016 01:37:39,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125090,,,,,,,,None,None,Created,Created,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,2765,false,,,,,paintings,drawings,artistic,decade,,,,,,,,,47.20.252.28,,1995567809,
,"Although his artistic career lasted only a decade, he created some 1,000 paintings and drawings.",,,,,,,,5/22/2016 23:52:31,,,,USA,false,Creating,5/22/2016 23:50:29,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125090,,,,,,,,None,None,Created,Created,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,2765,false,,,,,paintings,drawings,artistic,decade,,,,,,,,,173.175.172.255,,1996197996,
,"Although his artistic career lasted only a decade, he created some 1,000 paintings and drawings.",,,,,,,,5/23/2016 11:30:59,,,,CAN,false,Creating,5/23/2016 11:28:39,0.5385,,,,,,,,,,Windsor,,,,,,,,,,,954125090,,,,,,,,None,None,Created,Created,ON,create,4316379,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,,,,2765,false,,,,,paintings,drawings,artistic,decade,,,,,,,,,198.91.218.68,,1996649083,
,"His subsequent work has usually played on ideas about authenticity, through activities such as plagiarizing the signature of Piero *Manzoni.",,,,,,,,5/22/2016 00:56:09,,,,USA,false,Players and roles,5/22/2016 00:54:33,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125095,,,,,,,,None,None,Performance,None,NY,play,31256687,,,,Co-player,Audience,Player,Performance,bitcoinget,,,,,,,,,,,,2673,false,,,,,signature,Piero *Manzoni,work,authenticity,,,,,,,,,47.20.252.28,,1995545221,
,"His subsequent work has usually played on ideas about authenticity, through activities such as plagiarizing the signature of Piero *Manzoni.",,,,,,,,5/22/2016 05:40:15,,,,CAN,false,Players and roles,5/22/2016 05:37:22,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954125095,,,,,,,,None,None,None,None,AB,play,37060395,,,,Co-player,Audience,Player,Performance,prizerebel,,,,,,,,,,,,2673,false,,,,,signature,Piero *Manzoni,work,authenticity,,,,,,,,,198.53.98.37,,1995643585,
,"His subsequent work has usually played on ideas about authenticity, through activities such as plagiarizing the signature of Piero *Manzoni.",,,,,,,,5/22/2016 16:59:27,,,,CAN,false,Players and roles,5/22/2016 16:51:14,0.75,,,,,,,,,,Montréal,,,,,,,,,,,954125095,,,,,,,,Performance,None,None,None,QC,play,31637926,,,,Co-player,Audience,Player,Performance,elite,,,,,,,,,,,,2673,false,,,,,signature,Piero *Manzoni,work,authenticity,,,,,,,,,158.69.25.151,,1995931604,
,"The works attributed to him in his Roman period are genre scenes of music making, dice-playing, etc.",,,,,,,,5/22/2016 01:14:57,,,,USA,false,Players and roles,5/22/2016 01:13:28,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125112,,,,None,,,,Performance,None,None,None,NY,play,31256687,,,,Co-player,Audience,Player,Performance,bitcoinget,,,,,,,,,,,,2589,false,,,,,genre scenes,music,works,Roman period,,,dice,,,,,,47.20.252.28,,1995554714,
,"The works attributed to him in his Roman period are genre scenes of music making, dice-playing, etc.",,,,,,,,5/22/2016 05:55:44,,,,CAN,false,Players and roles,5/22/2016 05:53:22,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954125112,,,,None,,,,None,None,None,None,AB,play,37060395,,,,Co-player,Audience,Player,Performance,prizerebel,,,,,,,,,,,,2589,false,,,,,genre scenes,music,works,Roman period,,,dice,,,,,,198.53.98.37,,1995648939,
,"The works attributed to him in his Roman period are genre scenes of music making, dice-playing, etc.",,,,,,,,5/22/2016 22:51:10,,,,GBR,false,Players and roles,5/22/2016 22:49:27,0.4444,,,,,,,,,,Saint Albans,,,,,,,,,,,954125112,,,,None,,,,None,None,None,None,F8,play,30586739,,,,Co-player,Audience,Player,Performance,prodege,,,,,,,,,,,,2589,false,,,,,genre scenes,music,works,Roman period,,,dice,,,,,,82.22.253.103,,1996171640,
,"He also wrote a treatise on astrology (1828), a subject in which he had an obsessive interest.",,,,,,,,5/23/2016 19:24:50,,,,USA,false,Text creation,5/23/2016 19:18:58,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125115,,,,None,,,,Written work,Main topic,None,None,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,2752,false,,,,,subject,obsessive,treatise,astrology,,,interest,,,,,,69.255.41.140,,1997128584,
,"Underwood travelled widely and wrote several books, notably on African art.",,,,,,,,5/23/2016 19:12:14,,,,USA,false,Text creation,5/23/2016 19:07:20,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125119,,,,,,,,Author,Main topic,,,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,2720,false,,,,,,,Underwood,African art,,,,,,,,,69.255.41.140,,1997115365,
,"His major activity was as a sculptor, in marble, terracotta, and above all bronze, in which he created his two most famous works.",,,,,,,,5/23/2016 20:19:04,,,,USA,false,Creating,5/23/2016 20:06:30,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125121,,,,Created,,,,Creator,Material used,Material used,Material used,VA,create,36340274,,,Creator,Co-creator,Cause,Created,Material used,neodev,,,,,,,,,,,,2675,false,,,,,terracotta,bronze,sculptor,marble,,,works,,,,,,69.255.41.140,,1997183125,
,"He wrote art criticism and also the novel La Vie meurtrière (posthumously published, 1930), which is illustrated by himself.",,,,,,,,5/23/2016 18:54:57,,,,USA,false,Text creation,5/23/2016 18:46:15,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125129,,,,,,,,Written work,Written work,Written work,,VA,write,36340274,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,2820,false,,,,,meurtrière,,art criticism,novel,,,,,,,,,69.255.41.140,,1997097395,
,"He wrote art criticism and also the novel La Vie meurtrière (posthumously published, 1930), which is illustrated by himself.",,,,,,,,5/23/2016 23:53:17,,,,CAN,false,Text creation,5/23/2016 23:51:54,0.5385,,,,,,,,,,Windsor,,,,,,,,,,,954125129,,,,,,,,Main topic,Main topic,None,,ON,write,4316379,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,2820,false,,,,,meurtrière,,art criticism,novel,,,,,,,,,198.91.218.68,,1997389255,
,"He wrote art criticism and also the novel La Vie meurtrière (posthumously published, 1930), which is illustrated by himself.",,,,,,,,5/24/2016 05:06:34,,,,CAN,false,Text creation,5/24/2016 05:04:09,0.4,,,,,,,,,,Winnipeg,,,,,,,,,,,954125129,,,,,,,,Written work,Written work,Written work,,MB,write,7348582,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,2820,false,,,,,meurtrière,,art criticism,novel,,,,,,,,,207.161.108.104,,1997631254,
,"In 1844, he went back to Rome.",,,,,,,,5/23/2016 20:41:03,,,,USA,false,Motion,5/23/2016 20:30:50,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125130,,,,,,,,None,,,,VA,go,36340274,,,Purpose,Provenance,Destination,Cause,Path,neodev,,,,,,,,,,,,6510,false,,,,,,,Rome,,,,,,,,,,69.255.41.140,,1997204592,
,"The mosaics workshop, largely staffed by women, was overseen until 1898 by the Swiss-born sculptor and designer Jacob Adolphus Holzer.",,,,,,,,5/23/2016 20:24:09,,,,USA,false,Birth,5/23/2016 20:19:05,0.5577,,,,,,,,,,Reston,,,,,,,,,,,954125137,,,,Occupation,Occupation,None,,None,None,None,None,VA,bear,36340274,,,,Mother,Father,Child,Occupation,neodev,,,,,,,,,,,,6757,false,,,,,women,Swiss,mosaics,workshop,Jacob Adolphus Holzer,,sculptor,designer,,,,,69.255.41.140,,1997187982,
,"Jack Lenor Larsen (a textile designer) wrote in the forward to Phillips' book, Step by Step Knitting , “she is the great knitter of our time.",,,,,,,,5/22/2016 02:03:01,,,,USA,false,Text creation,5/22/2016 02:01:30,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125140,,,,Written work,Written work,Written work,None,Author,None,Written work,Addressee,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,7134,false,,,,,forward,Phillips,Jack Lenor Larsen,textile designer,Knitting,knitter,book,Step by Step,,,,,47.20.252.28,,1995578032,
,"Jack Lenor Larsen (a textile designer) wrote in the forward to Phillips' book, Step by Step Knitting , “she is the great knitter of our time.",,,,,,,,5/23/2016 01:57:00,,,,USA,false,Text creation,5/23/2016 01:54:58,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125140,,,,None,Written work,None,None,Author,None,None,Author,TX,write,27770607,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,,,,,,,,,7134,false,,,,,forward,Phillips,Jack Lenor Larsen,textile designer,Knitting,knitter,book,Step by Step,,,,,173.175.172.255,,1996253801,
,"Jack Lenor Larsen (a textile designer) wrote in the forward to Phillips' book, Step by Step Knitting , “she is the great knitter of our time.",,,,,,,,5/23/2016 14:09:05,,,,USA,false,Text creation,5/23/2016 14:07:12,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954125140,,,,Written work,Written work,None,None,Author,Purpose,Written work,Author,OH,write,10319610,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,clixsense,,,,,,,,,,,,7134,false,,,,,forward,Phillips,Jack Lenor Larsen,textile designer,Knitting,knitter,book,Step by Step,,,,,75.118.61.247,,1996773305,
,San Simeon was also used in the 1960 film  Spartacus  as the estate of Marcus Licinius Crassus (played by Laurence Olivier).,,,,,,,,5/22/2016 01:26:05,,,,USA,false,Players and roles,5/22/2016 01:23:43,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125141,,,,Performance,Player,,,None,None,None,None,NY,play,31256687,,,,Co-player,Audience,Player,Performance,bitcoinget,,,,,,,,,,,,6932,false,,,,,Spartacus,estate,San Simeon,1960 film,,,Marcus Licinius Crassus,Laurence Olivier,,,,,47.20.252.28,,1995560793,
,San Simeon was also used in the 1960 film  Spartacus  as the estate of Marcus Licinius Crassus (played by Laurence Olivier).,,,,,,,,5/22/2016 23:38:46,,,,USA,false,Players and roles,5/22/2016 23:36:43,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125141,,,,None,Player,,,None,None,None,None,TX,play,27770607,,,,Co-player,Audience,Player,Performance,instagc,,,,,,,,,,,,6932,false,,,,,Spartacus,estate,San Simeon,1960 film,,,Marcus Licinius Crassus,Laurence Olivier,,,,,173.175.172.255,,1996193217,
,San Simeon was also used in the 1960 film  Spartacus  as the estate of Marcus Licinius Crassus (played by Laurence Olivier).,,,,,,,,5/23/2016 03:52:45,,,,USA,false,Players and roles,5/23/2016 03:42:27,0.4375,,,,,,,,,,Roslindale,,,,,,,,,,,954125141,,,,Performance,Player,,,None,None,Performance,None,MA,play,20929875,,,,Co-player,Audience,Player,Performance,neodev,,,,,,,,,,,,6932,false,,,,,Spartacus,estate,San Simeon,1960 film,,,Marcus Licinius Crassus,Laurence Olivier,,,,,76.19.110.219,,1996313501,
,Barbara Rogoff also wrote a chapter in the edited Handbook of Child Psychology.,,,,,,,,5/21/2016 18:52:53,,,,USA,false,Text creation,5/21/2016 18:51:34,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125145,,,,,,,,Author,Written work,None,Written work,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,7389,false,,,,,edited,Child Psychology,Barbara Rogoff,chapter,,,,,,,,,47.20.252.28,,1995362411,
,Barbara Rogoff also wrote a chapter in the edited Handbook of Child Psychology.,,,,,,,,5/22/2016 05:31:02,,,,CAN,false,Text creation,5/22/2016 05:29:26,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954125145,,,,,,,,Author,Written work,None,Main topic,AB,write,37060395,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prizerebel,,,,,,,,,,,,7389,false,,,,,edited,Child Psychology,Barbara Rogoff,chapter,,,,,,,,,198.53.98.37,,1995640103,
,Barbara Rogoff also wrote a chapter in the edited Handbook of Child Psychology.,,,,,,,,5/22/2016 12:05:13,,,,CAN,false,Text creation,5/22/2016 12:02:13,0.75,,,,,,,,,,Miramichi,,,,,,,,,,,954125145,,,,,,,,Author,Written work,Co-author,Written work,NB,write,1883056,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,prodege,,,,,,,,,,,,7389,false,,,,,edited,Child Psychology,Barbara Rogoff,chapter,,,,,,,,,47.55.224.139,,1995786176,
,He also created trends in glassware and flatware products.,,,,,,,,5/22/2016 02:05:22,,,,USA,false,Creating,5/22/2016 02:03:04,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125151,,,,,,,,None,Created,Created,Created,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,7258,false,,,,,flatware,products,trends,glassware,,,,,,,,,47.20.252.28,,1995578775,
,He also created trends in glassware and flatware products.,,,,,,,,5/23/2016 14:11:25,,,,USA,false,Creating,5/23/2016 14:09:06,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954125151,,,,,,,,Created,Material used,Material used,Created,OH,create,10319610,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,7258,false,,,,,flatware,products,trends,glassware,,,,,,,,,75.118.61.247,,1996775057,
,He also created trends in glassware and flatware products.,,,,,,,,5/23/2016 15:32:40,,,,USA,false,Creating,5/23/2016 15:29:34,0.6,,,,,,,,,,Kalamazoo,,,,,,,,,,,954125151,,,,,,,,Created,Material used,Material used,Created,MI,create,37187154,,,Creator,Co-creator,Cause,Created,Material used,prodege,,,,,,,,,,,,7258,false,,,,,flatware,products,trends,glassware,,,,,,,,,64.136.244.182,,1996919381,
,"He has created paintings of presidents Ford, Carter, Reagan and Bush in addition to his 100 Clintons, --a multiple portrait installation.",,,,,,,,5/22/2016 01:49:25,,,,USA,false,Creating,5/22/2016 01:47:56,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125155,,,,None,None,Created,Created,Created,None,None,None,NY,create,31256687,,,Creator,Co-creator,Cause,Created,Material used,bitcoinget,,,,,,,,,,,,7691,false,,,,,Ford,Carter,paintings,presidents,portrait,installation,Reagan,Bush,,,,,47.20.252.28,,1995573135,
,"He has created paintings of presidents Ford, Carter, Reagan and Bush in addition to his 100 Clintons, --a multiple portrait installation.",,,,,,,,5/23/2016 01:53:43,,,,USA,false,Creating,5/23/2016 01:52:06,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125155,,,,None,None,Created,None,Created,None,None,None,TX,create,27770607,,,Creator,Co-creator,Cause,Created,Material used,instagc,,,,,,,,,,,,7691,false,,,,,Ford,Carter,paintings,presidents,portrait,installation,Reagan,Bush,,,,,173.175.172.255,,1996252493,
,"He has created paintings of presidents Ford, Carter, Reagan and Bush in addition to his 100 Clintons, --a multiple portrait installation.",,,,,,,,5/23/2016 14:05:22,,,,USA,false,Creating,5/23/2016 14:01:57,0.5714,,,,,,,,,,Cleveland,,,,,,,,,,,954125155,,,,None,None,Created,Created,Created,None,None,None,OH,create,10319610,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,7691,false,,,,,Ford,Carter,paintings,presidents,portrait,installation,Reagan,Bush,,,,,75.118.61.247,,1996770886,
,He was born in Essen and studied painting from 1952-1954 at University Bonn.,,,,,,,,5/21/2016 18:51:26,,,,USA,false,Birth,5/21/2016 18:49:55,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125156,,,,,,,,None,None,None,None,NY,bear,31256687,,,,Mother,Father,Child,Occupation,bitcoinget,,,,,,,,,,,,7767,false,,,,,University,Bonn,Essen,painting,,,,,,,,,47.20.252.28,,1995361562,
,He was born in Essen and studied painting from 1952-1954 at University Bonn.,,,,,,,,5/22/2016 05:26:06,,,,CAN,false,Birth,5/22/2016 05:24:19,0.5714,,,,,,,,,,Calgary,,,,,,,,,,,954125156,,,,,,,,None,None,None,None,AB,bear,37060395,,,,Mother,Father,Child,Occupation,prizerebel,,,,,,,,,,,,7767,false,,,,,University,Bonn,Essen,painting,,,,,,,,,198.53.98.37,,1995638339,
,He was born in Essen and studied painting from 1952-1954 at University Bonn.,,,,,,,,5/22/2016 12:01:10,,,,CAN,false,Birth,5/22/2016 11:58:33,0.75,,,,,,,,,,Miramichi,,,,,,,,,,,954125156,,,,,,,,None,None,None,None,NB,bear,1883056,,,,Mother,Father,Child,Occupation,prodege,,,,,,,,,,,,7767,false,,,,,University,Bonn,Essen,painting,,,,,,,,,47.55.224.139,,1995784343,
,"He served as the Dance Editor of Show Business magazine, writing weekly dance reviews and reporting on the contemporary dance scene.",,,,,,,,5/22/2016 01:22:01,,,,USA,false,Text creation,5/22/2016 01:18:57,0.5714,,,,,,,,,,Brooklyn,,,,,,,,,,,954125157,,,,Written work,Purpose,,,Author,None,None,Written work,NY,write,31256687,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,bitcoinget,,,,,,,,,,,,7638,false,,,,,Business magazine,weekly,Editor,Show Business,,,reviews,contemporary dance,,,,,47.20.252.28,,1995558547,
,"He served as the Dance Editor of Show Business magazine, writing weekly dance reviews and reporting on the contemporary dance scene.",,,,,,,,5/22/2016 23:34:15,,,,USA,false,Text creation,5/22/2016 23:32:12,0.625,,,,,,,,,,El Paso,,,,,,,,,,,954125157,,,,Written work,None,,,Reason,Main topic,None,None,TX,write,27770607,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,instagc,,,,,,,,,,,,7638,false,,,,,Business magazine,weekly,Editor,Show Business,,,reviews,contemporary dance,,,,,173.175.172.255,,1996191623,
,"He served as the Dance Editor of Show Business magazine, writing weekly dance reviews and reporting on the contemporary dance scene.",,,,,,,,5/23/2016 04:07:17,,,,USA,false,Text creation,5/23/2016 03:52:46,0.4375,,,,,,,,,,Roslindale,,,,,,,,,,,954125157,,,,Main topic,Main topic,,,None,Written work,Written work,None,MA,write,20929875,Co-author,Purpose,Addressee,Reason,Author,Written work,Main topic,neodev,,,,,,,,,,,,7638,false,,,,,Business magazine,weekly,Editor,Show Business,,,reviews,contemporary dance,,,,,76.19.110.219,,1996320846,
,Scher also cropped the images of City Ballet dancers to create more tension and drama.,,,,,,,,5/21/2016 17:42:05,,,,IRL,false,Creating,5/21/2016 17:40:29,0.5536,,,,,,,,,,,,,,,,,,,,,954125161,,,,,,,,None,None,Created,Created,,create,9234773,,,Creator,Co-creator,Cause,Created,Material used,clixsense,,,,,,,,,,,,7581,false,,,,,tension,drama,Ballet,dancers,,,,,,,,,213.233.132.132,,1995317221,
